"SALE_TEXT","LANDUSE_TE","RECD_DATE","RECD_PRICE","CITY_TEXT","NbhdLabel","Date","Year"
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","01/20/2022",215000,"COVINGTON","South Covington",2022-01-20,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","01/11/2022",2e+05,"COVINGTON","South Covington",2022-01-11,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","01/19/2022",2e+05,"COVINGTON","South Covington",2022-01-19,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","01/14/2022",132500,"COVINGTON","Westside",2022-01-14,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","TWO FAMILY","01/18/2022",130000,"COVINGTON","Eastside",2022-01-18,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","01/13/2022",229500,"COVINGTON","Peaselburg",2022-01-13,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","01/19/2022",340000,"COVINGTON","Seminary Square",2022-01-19,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","01/10/2022",208000,"COVINGTON","Austinburg",2022-01-10,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","01/12/2022",230000,"COVINGTON","Monte Casino",2022-01-12,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","01/18/2022",165000,"COVINGTON","Monte Casino",2022-01-18,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","01/21/2022",105000,"COVINGTON","Latonia/Rosedale",2022-01-21,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","01/14/2022",147500,"COVINGTON","Ritte's East Latonia",2022-01-14,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","01/07/2022",139900,"COVINGTON","Latonia/Rosedale",2022-01-07,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","CONDOMINIUM-NO LAND","01/11/2022",187000,"COVINGTON","South Covington",2022-01-11,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","CONDOMINIUM-NO LAND","01/20/2022",173000,"COVINGTON","South Covington",2022-01-20,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","02/14/2022",96000,"COVINGTON","Botany Hills",2022-02-14,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","02/09/2022",120000,"COVINGTON","Lewisburg",2022-02-09,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","02/15/2022",225000,"COVINGTON","South Covington",2022-02-15,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","02/15/2022",178500,"COVINGTON","South Covington",2022-02-15,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","02/18/2022",90000,"COVINGTON","Lewisburg",2022-02-18,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","02/09/2022",170000,"COVINGTON","South Covington",2022-02-09,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","02/16/2022",326000,"COVINGTON","Austinburg",2022-02-16,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","02/10/2022",179900,"COVINGTON","Wallace Woods",2022-02-10,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","02/08/2022",165000,"COVINGTON","Wallace Woods",2022-02-08,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","02/07/2022",160000,"COVINGTON","Wallace Woods",2022-02-07,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","02/09/2022",70000,"COVINGTON","Austinburg",2022-02-09,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","02/01/2022",202900,"COVINGTON","West Latonia",2022-02-01,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","02/07/2022",110000,"COVINGTON","West Latonia",2022-02-07,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","02/07/2022",115000,"COVINGTON","Latonia/Rosedale",2022-02-07,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","02/08/2022",190000,"COVINGTON","Latonia/Rosedale",2022-02-08,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","TOWNHOME","02/25/2022",532500,"COVINGTON","Mainstrasse",2022-02-25,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","TWO FAMILY","02/07/2022",275000,"COVINGTON","Mainstrasse",2022-02-07,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","02/14/2022",150000,"COVINGTON","Westside",2022-02-14,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","02/09/2022",144900,"COVINGTON","Peaselburg",2022-02-09,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","02/18/2022",159900,"COVINGTON","Westside",2022-02-18,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","02/09/2022",150000,"COVINGTON","Peaselburg",2022-02-09,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","02/07/2022",70000,"COVINGTON","Peaselburg",2022-02-07,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","02/07/2022",97000,"COVINGTON","Peaselburg",2022-02-07,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","02/24/2022",122500,"COVINGTON","Austinburg",2022-02-24,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","TWO FAMILY","02/24/2022",122500,"COVINGTON","Austinburg",2022-02-24,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","02/18/2022",359000,"COVINGTON","Peaselburg",2022-02-18,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","02/17/2022",127000,"COVINGTON","West Latonia",2022-02-17,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","02/15/2022",2e+05,"COVINGTON","West Latonia",2022-02-15,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","02/22/2022",195000,"COVINGTON","Ritte's East Latonia",2022-02-22,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","02/22/2022",150000,"COVINGTON","Latonia/Rosedale",2022-02-22,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","02/18/2022",122500,"COVINGTON","Ritte's East Latonia",2022-02-18,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","02/01/2022",82500,"COVINGTON","Ritte's East Latonia",2022-02-01,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","TWO FAMILY","02/16/2022",145000,"COVINGTON","Latonia/Rosedale",2022-02-16,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","CONDOMINIUM-NO LAND","02/07/2022",186000,"COVINGTON","South Covington",2022-02-07,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","CONDOMINIUM-NO LAND","02/02/2022",194000,"COVINGTON","South Covington",2022-02-02,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","TWO FAMILY","03/21/2022",207500,"COVINGTON","Botany Hills",2022-03-21,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/03/2022",402500,"COVINGTON","Mainstrasse",2022-03-03,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/30/2022",92500,"COVINGTON","Mainstrasse",2022-03-30,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/30/2022",98000,"COVINGTON","Lewisburg",2022-03-30,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/01/2022",250000,"COVINGTON","South Covington",2022-03-01,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/08/2022",110000,"COVINGTON","South Covington",2022-03-08,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/02/2022",207000,"COVINGTON","South Covington",2022-03-02,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/30/2022",215000,"COVINGTON","South Covington",2022-03-30,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/15/2022",110000,"COVINGTON","Mainstrasse",2022-03-15,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/07/2022",354500,"COVINGTON","Old Town/Mutter Gottes",2022-03-07,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","TWO FAMILY","03/14/2022",180000,"COVINGTON","Westside",2022-03-14,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/07/2022",547500,"COVINGTON","Licking Riverside",2022-03-07,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/25/2022",420000,"COVINGTON","Mainstrasse",2022-03-25,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/22/2022",158000,"COVINGTON","Monte Casino",2022-03-22,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/23/2022",246000,"COVINGTON","South Covington",2022-03-23,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/29/2022",230000,"COVINGTON","South Covington",2022-03-29,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/24/2022",183800,"COVINGTON","South Covington",2022-03-24,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/25/2022",145000,"COVINGTON","Old Town/Mutter Gottes",2022-03-25,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/16/2022",225000,"COVINGTON","Mainstrasse",2022-03-16,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/02/2022",225000,"COVINGTON","Mainstrasse",2022-03-02,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/22/2022",305000,"COVINGTON","Austinburg",2022-03-22,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/22/2022",110000,"COVINGTON","Monte Casino",2022-03-22,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/16/2022",53500,"COVINGTON","Peaselburg",2022-03-16,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/23/2022",155500,"COVINGTON","Levassor Park",2022-03-23,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","TWO FAMILY","03/18/2022",164500,"COVINGTON","Levassor Park",2022-03-18,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/02/2022",150000,"COVINGTON","Latonia Milldale",2022-03-02,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","TWO FAMILY","03/08/2022",190000,"COVINGTON","Levassor Park",2022-03-08,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/11/2022",60000,"COVINGTON","West Latonia",2022-03-11,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/30/2022",153000,"COVINGTON","West Latonia",2022-03-30,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/08/2022",169000,"COVINGTON","Latonia/Rosedale",2022-03-08,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/22/2022",162000,"COVINGTON","Latonia/Rosedale",2022-03-22,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/24/2022",65000,"COVINGTON","Latonia/Rosedale",2022-03-24,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/09/2022",340000,"COVINGTON","South Covington",2022-03-09,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/23/2022",180000,"COVINGTON","Helentown",2022-03-23,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/30/2022",98000,"COVINGTON","Peaselburg",2022-03-30,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/03/2022",135000,"COVINGTON","Peaselburg",2022-03-03,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/23/2022",98700,"COVINGTON","Peaselburg",2022-03-23,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","TWO FAMILY","03/02/2022",107700,"COVINGTON","Peaselburg",2022-03-02,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/02/2022",79900,"COVINGTON","Austinburg",2022-03-02,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/10/2022",149900,"COVINGTON","Helentown",2022-03-10,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/10/2022",175000,"COVINGTON","Wallace Woods",2022-03-10,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/09/2022",160000,"COVINGTON","Wallace Woods",2022-03-09,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/01/2022",80000,"COVINGTON","West Latonia",2022-03-01,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/10/2022",140000,"COVINGTON","West Latonia",2022-03-10,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/16/2022",98000,"COVINGTON","West Latonia",2022-03-16,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/22/2022",135000,"COVINGTON","West Latonia",2022-03-22,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/25/2022",133900,"COVINGTON","Ritte's East Latonia",2022-03-25,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/11/2022",120000,"COVINGTON","Ritte's East Latonia",2022-03-11,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/11/2022",75000,"COVINGTON","Latonia/Rosedale",2022-03-11,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","TWO FAMILY","03/11/2022",130000,"COVINGTON","Latonia/Rosedale",2022-03-11,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/23/2022",122500,"COVINGTON","Latonia/Rosedale",2022-03-23,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","CONDOMINIUM-NO LAND","03/31/2022",185500,"COVINGTON","Botany Hills",2022-03-31,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","CONDOMINIUM-NO LAND","03/23/2022",470000,"COVINGTON","Lewisburg",2022-03-23,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","CONDOMINIUM-NO LAND","03/24/2022",190000,"COVINGTON","South Covington",2022-03-24,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","CONDOMINIUM-NO LAND","03/04/2022",190000,"COVINGTON","South Covington",2022-03-04,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","CONDOMINIUM-NO LAND","03/23/2022",180000,"COVINGTON","South Covington",2022-03-23,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","CONDOMINIUM-NO LAND","03/30/2022",910000,"COVINGTON","Central Business District",2022-03-30,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","CONDOMINIUM-NO LAND","03/09/2022",473500,"COVINGTON","Central Business District",2022-03-09,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","TOWNHOME","03/30/2022",275000,"COVINGTON","Licking Riverside",2022-03-30,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","CONDOMINIUM-NO LAND","03/29/2022",142000,"COVINGTON","Licking Riverside",2022-03-29,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","CONDOMINIUM-NO LAND","03/31/2022",163000,"COVINGTON","Licking Riverside",2022-03-31,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","04/08/2022",134900,"COVINGTON","Botany Hills",2022-04-08,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","04/04/2022",83000,"COVINGTON","Botany Hills",2022-04-04,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","04/20/2022",65500,"COVINGTON","Mainstrasse",2022-04-20,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","04/04/2022",157000,"COVINGTON","Peaselburg",2022-04-04,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","04/04/2022",177000,"COVINGTON","Monte Casino",2022-04-04,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","04/27/2022",235000,"COVINGTON","South Covington",2022-04-27,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","04/27/2022",205500,"COVINGTON","South Covington",2022-04-27,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","04/11/2022",188000,"COVINGTON","South Covington",2022-04-11,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","04/07/2022",196500,"COVINGTON","South Covington",2022-04-07,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","04/28/2022",225000,"COVINGTON","South Covington",2022-04-28,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","04/19/2022",175000,"COVINGTON","South Covington",2022-04-19,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","04/29/2022",180000,"COVINGTON","South Covington",2022-04-29,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","04/25/2022",184000,"COVINGTON","Mainstrasse",2022-04-25,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","04/28/2022",590000,"COVINGTON","Old Town/Mutter Gottes",2022-04-28,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","TWO FAMILY","04/12/2022",142000,"COVINGTON","Eastside",2022-04-12,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","04/20/2022",141000,"COVINGTON","Eastside",2022-04-20,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","TWO FAMILY","04/06/2022",80000,"COVINGTON","Westside",2022-04-06,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","THREE FAMILY","04/29/2022",125000,"COVINGTON","Westside",2022-04-29,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","THREE FAMILY","04/13/2022",450000,"COVINGTON","Helentown",2022-04-13,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","04/12/2022",176400,"COVINGTON","Peaselburg",2022-04-12,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","04/26/2022",156500,"COVINGTON","Peaselburg",2022-04-26,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","TWO FAMILY","04/07/2022",134000,"COVINGTON","Austinburg",2022-04-07,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","04/22/2022",107200,"COVINGTON","Botany Hills",2022-04-22,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","04/21/2022",2e+05,"COVINGTON","Monte Casino",2022-04-21,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","04/08/2022",25200,"COVINGTON","Kuhrs Lane",2022-04-08,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","04/08/2022",154000,"COVINGTON","Kuhrs Lane",2022-04-08,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","04/04/2022",360000,"COVINGTON","Kuhrs Lane",2022-04-04,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","04/21/2022",379500,"COVINGTON","South Covington",2022-04-21,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","04/05/2022",435000,"COVINGTON","South Covington",2022-04-05,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","04/21/2022",275000,"COVINGTON","South Covington",2022-04-21,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","04/01/2022",250000,"COVINGTON","South Covington",2022-04-01,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","04/11/2022",85000,"COVINGTON","Westside",2022-04-11,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","04/19/2022",170000,"COVINGTON","Westside",2022-04-19,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","04/06/2022",180000,"COVINGTON","Peaselburg",2022-04-06,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","04/21/2022",125000,"COVINGTON","Peaselburg",2022-04-21,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","04/21/2022",160000,"COVINGTON","Peaselburg",2022-04-21,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","04/27/2022",147500,"COVINGTON","Peaselburg",2022-04-27,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","04/26/2022",182000,"COVINGTON","Austinburg",2022-04-26,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","TWO FAMILY","04/14/2022",215000,"COVINGTON","Austinburg",2022-04-14,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","04/19/2022",148500,"COVINGTON","Monte Casino",2022-04-19,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","04/08/2022",110000,"COVINGTON","Peaselburg",2022-04-08,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","04/04/2022",100800,"COVINGTON","Peaselburg",2022-04-04,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","TWO FAMILY","04/27/2022",190000,"COVINGTON","Wallace Woods",2022-04-27,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","04/13/2022",104900,"COVINGTON","West Latonia",2022-04-13,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","04/06/2022",75500,"COVINGTON","Eastside",2022-04-06,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","04/12/2022",180000,"COVINGTON","Levassor Park",2022-04-12,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","04/05/2022",90000,"COVINGTON","West Latonia",2022-04-05,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","04/18/2022",98000,"COVINGTON","Latonia/Rosedale",2022-04-18,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","04/05/2022",155000,"COVINGTON","Latonia/Rosedale",2022-04-05,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","CONDOMINIUM-NO LAND","04/25/2022",198000,"COVINGTON","Botany Hills",2022-04-25,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","04/04/2022",1e+05,"COVINGTON","Wallace Woods",2022-04-04,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","04/12/2022",79000,"COVINGTON","Austinburg",2022-04-12,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","04/12/2022",180000,"COVINGTON","Austinburg",2022-04-12,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","04/25/2022",220000,"COVINGTON","Wallace Woods",2022-04-25,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","04/28/2022",181500,"COVINGTON","Ritte's East Latonia",2022-04-28,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","04/05/2022",129200,"COVINGTON","Latonia/Rosedale",2022-04-05,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","04/28/2022",245000,"COVINGTON","South Covington",2022-04-28,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","CONDOMINIUM-NO LAND","04/05/2022",191000,"COVINGTON","South Covington",2022-04-05,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","CONDOMINIUM-NO LAND","04/12/2022",265000,"COVINGTON","South Covington",2022-04-12,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","CONDOMINIUM-NO LAND","04/29/2022",2016000,"COVINGTON","Central Business District",2022-04-29,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/04/2022",205000,"COVINGTON","Mainstrasse",2022-05-04,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","LANDOMINIUM (OWNS GROUND)","05/03/2022",540000,"COVINGTON","Lewisburg",2022-05-03,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/26/2022",199600,"COVINGTON","South Covington",2022-05-26,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/02/2022",250000,"COVINGTON","South Covington",2022-05-02,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/26/2022",136000,"COVINGTON","Mainstrasse",2022-05-26,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/27/2022",258000,"COVINGTON","Eastside",2022-05-27,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/04/2022",73900,"COVINGTON","Eastside",2022-05-04,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/25/2022",120000,"COVINGTON","Eastside",2022-05-25,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/24/2022",150000,"COVINGTON","Peaselburg",2022-05-24,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/18/2022",505000,"COVINGTON","Wallace Woods",2022-05-18,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/31/2022",80000,"COVINGTON","Botany Hills",2022-05-31,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/27/2022",502300,"COVINGTON","Kenton Hills",2022-05-27,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/27/2022",333300,"COVINGTON","Mainstrasse",2022-05-27,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/26/2022",172000,"COVINGTON","Monte Casino",2022-05-26,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/20/2022",210000,"COVINGTON","South Covington",2022-05-20,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/02/2022",255000,"COVINGTON","South Covington",2022-05-02,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/11/2022",283500,"COVINGTON","South Covington",2022-05-11,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","TWO FAMILY","05/13/2022",286000,"COVINGTON","Old Town/Mutter Gottes",2022-05-13,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/05/2022",414000,"COVINGTON","Mainstrasse",2022-05-05,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/19/2022",4e+05,"COVINGTON","Mainstrasse",2022-05-19,2022
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/18/2022",450000,"COVINGTON","Westside",2022-05-18,2022
