"SALE_TEXT","LANDUSE_TE","RECD_DATE","RECD_PRICE","CITY_TEXT","NbhdLabel","Date","Year"
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","04/08/2021",320000,"COVINGTON","Wallace Woods",2021-04-08,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","04/09/2021",162000,"COVINGTON","West Latonia",2021-04-09,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","04/19/2021",103500,"COVINGTON","West Latonia",2021-04-19,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","04/07/2021",35500,"COVINGTON","West Latonia",2021-04-07,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","04/06/2021",117000,"COVINGTON","West Latonia",2021-04-06,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","04/05/2021",164400,"COVINGTON","West Latonia",2021-04-05,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","04/07/2021",160000,"COVINGTON","Latonia/Rosedale",2021-04-07,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","04/27/2021",115000,"COVINGTON","Latonia/Rosedale",2021-04-27,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","04/28/2021",138500,"COVINGTON","Latonia/Rosedale",2021-04-28,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","04/15/2021",104200,"COVINGTON","Latonia Milldale",2021-04-15,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","TWO FAMILY","04/15/2021",1e+05,"COVINGTON","Latonia Milldale",2021-04-15,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","04/05/2021",54000,"COVINGTON","Latonia Milldale",2021-04-05,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","04/27/2021",180000,"COVINGTON","Ritte's East Latonia",2021-04-27,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","04/07/2021",140000,"COVINGTON","Ritte's East Latonia",2021-04-07,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","04/29/2021",170000,"COVINGTON","Ritte's East Latonia",2021-04-29,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","04/21/2021",80000,"COVINGTON","Ritte's East Latonia",2021-04-21,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","04/15/2021",130000,"COVINGTON","Latonia/Rosedale",2021-04-15,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","04/29/2021",80000,"COVINGTON","Latonia/Rosedale",2021-04-29,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","04/20/2021",50000,"COVINGTON","South Covington",2021-04-20,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","04/22/2021",262500,"COVINGTON","South Covington",2021-04-22,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","04/12/2021",221700,"COVINGTON","South Covington",2021-04-12,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","CONDOMINIUM-NO LAND","04/12/2021",423000,"COVINGTON","Lewisburg",2021-04-12,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","CONDOMINIUM-NO LAND","04/19/2021",129500,"COVINGTON","South Covington",2021-04-19,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","CONDOMINIUM-NO LAND","04/28/2021",165000,"COVINGTON","South Covington",2021-04-28,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","CONDOMINIUM-NO LAND","04/15/2021",168000,"COVINGTON","South Covington",2021-04-15,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","CONDOMINIUM-NO LAND","04/07/2021",180000,"COVINGTON","South Covington",2021-04-07,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","CONDOMINIUM-NO LAND","04/14/2021",252500,"COVINGTON","South Covington",2021-04-14,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","CONDOMINIUM-NO LAND","04/16/2021",515000,"COVINGTON","Central Business District",2021-04-16,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","CONDOMINIUM-NO LAND","04/30/2021",350000,"COVINGTON","Licking Riverside",2021-04-30,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","CONDOMINIUM-NO LAND","04/29/2021",640000,"COVINGTON","Licking Riverside",2021-04-29,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","CONDOMINIUM-NO LAND","04/28/2021",1573600,"COVINGTON","Licking Riverside",2021-04-28,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/12/2021",149500,"COVINGTON","Botany Hills",2021-05-12,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","TWO FAMILY","05/04/2021",229000,"COVINGTON","Botany Hills",2021-05-04,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/04/2021",69000,"COVINGTON","Botany Hills",2021-05-04,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","TWO FAMILY","05/04/2021",99000,"COVINGTON","Botany Hills",2021-05-04,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","TWO FAMILY","05/04/2021",107000,"COVINGTON","Botany Hills",2021-05-04,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/04/2021",107000,"COVINGTON","Botany Hills",2021-05-04,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/04/2021",114000,"COVINGTON","Botany Hills",2021-05-04,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/10/2021",185000,"COVINGTON","Botany Hills",2021-05-10,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/18/2021",255000,"COVINGTON","Mainstrasse",2021-05-18,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/12/2021",306000,"COVINGTON","Monte Casino",2021-05-12,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/05/2021",125000,"COVINGTON","Monte Casino",2021-05-05,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/18/2021",189900,"COVINGTON","South Covington",2021-05-18,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/10/2021",215000,"COVINGTON","South Covington",2021-05-10,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/11/2021",174900,"COVINGTON","South Covington",2021-05-11,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/03/2021",192500,"COVINGTON","South Covington",2021-05-03,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/06/2021",178000,"COVINGTON","South Covington",2021-05-06,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/10/2021",2e+05,"COVINGTON","Mainstrasse",2021-05-10,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/04/2021",120000,"COVINGTON","Westside",2021-05-04,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/04/2021",134000,"COVINGTON","Eastside",2021-05-04,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/13/2021",60000,"COVINGTON","Westside",2021-05-13,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/11/2021",86500,"COVINGTON","Peaselburg",2021-05-11,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/11/2021",175000,"COVINGTON","Peaselburg",2021-05-11,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/10/2021",139000,"COVINGTON","Peaselburg",2021-05-10,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/11/2021",145000,"COVINGTON","Peaselburg",2021-05-11,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","THREE FAMILY","05/05/2021",327000,"COVINGTON","Helentown",2021-05-05,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/10/2021",52000,"COVINGTON","Peaselburg",2021-05-10,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/10/2021",40000,"COVINGTON","Austinburg",2021-05-10,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/07/2021",158000,"COVINGTON","Monte Casino",2021-05-07,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/20/2021",70000,"COVINGTON","West Latonia",2021-05-20,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/12/2021",49500,"COVINGTON","West Latonia",2021-05-12,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","TWO FAMILY","05/13/2021",271500,"COVINGTON","Wallace Woods",2021-05-13,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/11/2021",85000,"COVINGTON","Wallace Woods",2021-05-11,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/04/2021",127000,"COVINGTON","Levassor Park",2021-05-04,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","TWO FAMILY","05/18/2021",130000,"COVINGTON","West Latonia",2021-05-18,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/06/2021",110000,"COVINGTON","West Latonia",2021-05-06,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/12/2021",125000,"COVINGTON","West Latonia",2021-05-12,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","TWO FAMILY","05/07/2021",1e+05,"COVINGTON","West Latonia",2021-05-07,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/13/2021",146000,"COVINGTON","West Latonia",2021-05-13,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","TWO FAMILY","05/18/2021",132500,"COVINGTON","West Latonia",2021-05-18,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/14/2021",188000,"COVINGTON","Latonia Milldale",2021-05-14,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/05/2021",103100,"COVINGTON","Ritte's East Latonia",2021-05-05,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/12/2021",1e+05,"COVINGTON","Latonia/Rosedale",2021-05-12,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/06/2021",80000,"COVINGTON","Latonia/Rosedale",2021-05-06,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/06/2021",150000,"COVINGTON","Latonia/Rosedale",2021-05-06,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/05/2021",78000,"COVINGTON","Latonia/Rosedale",2021-05-05,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/18/2021",315000,"COVINGTON","South Covington",2021-05-18,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/12/2021",289900,"COVINGTON","South Covington",2021-05-12,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","CONDOMINIUM-NO LAND","05/07/2021",227000,"COVINGTON","Botany Hills",2021-05-07,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","CONDOMINIUM-NO LAND","05/10/2021",550000,"COVINGTON","Lewisburg",2021-05-10,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","CONDOMINIUM-NO LAND","05/05/2021",185500,"COVINGTON","South Covington",2021-05-05,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","CONDOMINIUM-NO LAND","05/12/2021",179000,"COVINGTON","South Covington",2021-05-12,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","CONDOMINIUM-NO LAND","05/18/2021",699900,"COVINGTON","Central Business District",2021-05-18,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/15/2021",150000,"COVINGTON","Botany Hills",2021-06-15,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/03/2021",86000,"COVINGTON","Botany Hills",2021-06-03,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/02/2021",455000,"COVINGTON","Kenton Hills",2021-06-02,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","TWO FAMILY","06/25/2021",272000,"COVINGTON","Mainstrasse",2021-06-25,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/21/2021",2e+05,"COVINGTON","Mainstrasse",2021-06-21,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","TWO FAMILY","06/09/2021",150000,"COVINGTON","Lewisburg",2021-06-09,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/08/2021",85000,"COVINGTON","Lewisburg",2021-06-08,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/03/2021",147900,"COVINGTON","Lewisburg",2021-06-03,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/04/2021",167000,"COVINGTON","Lewisburg",2021-06-04,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/21/2021",80000,"COVINGTON","Lewisburg",2021-06-21,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/17/2021",216000,"COVINGTON","South Covington",2021-06-17,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/25/2021",215000,"COVINGTON","South Covington",2021-06-25,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/18/2021",315000,"COVINGTON","South Covington",2021-06-18,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/17/2021",220000,"COVINGTON","South Covington",2021-06-17,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/08/2021",230000,"COVINGTON","South Covington",2021-06-08,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/14/2021",180500,"COVINGTON","South Covington",2021-06-14,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/09/2021",219000,"COVINGTON","South Covington",2021-06-09,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/17/2021",215000,"COVINGTON","South Covington",2021-06-17,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/15/2021",2e+05,"COVINGTON","South Covington",2021-06-15,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/08/2021",155000,"COVINGTON","South Covington",2021-06-08,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/30/2021",138600,"COVINGTON","South Covington",2021-06-30,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/28/2021",182000,"COVINGTON","South Covington",2021-06-28,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/15/2021",181000,"COVINGTON","South Covington",2021-06-15,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/30/2021",160000,"COVINGTON","South Covington",2021-06-30,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/17/2021",193500,"COVINGTON","South Covington",2021-06-17,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/24/2021",202000,"COVINGTON","South Covington",2021-06-24,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/07/2021",144000,"COVINGTON","Old Town/Mutter Gottes",2021-06-07,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/24/2021",274000,"COVINGTON","Westside",2021-06-24,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/14/2021",116000,"COVINGTON","Seminary Square",2021-06-14,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/04/2021",85000,"COVINGTON","Westside",2021-06-04,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/23/2021",4e+05,"COVINGTON","Seminary Square",2021-06-23,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","THREE FAMILY","06/24/2021",142500,"COVINGTON","Seminary Square",2021-06-24,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","THREE FAMILY","06/24/2021",142500,"COVINGTON","Seminary Square",2021-06-24,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","TWO FAMILY","06/18/2021",273000,"COVINGTON","Seminary Square",2021-06-18,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/25/2021",80000,"COVINGTON","Westside",2021-06-25,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/17/2021",90000,"COVINGTON","Westside",2021-06-17,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","TOWNHOME","06/18/2021",506000,"COVINGTON","Central Business District",2021-06-18,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/15/2021",287000,"COVINGTON","Licking Riverside",2021-06-15,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/15/2021",40000,"COVINGTON","Eastside",2021-06-15,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/04/2021",20000,"COVINGTON","Eastside",2021-06-04,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/15/2021",40000,"COVINGTON","Eastside",2021-06-15,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/17/2021",50000,"COVINGTON","Eastside",2021-06-17,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/08/2021",158000,"COVINGTON","Eastside",2021-06-08,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/24/2021",63000,"COVINGTON","Westside",2021-06-24,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/04/2021",45500,"COVINGTON","Westside",2021-06-04,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/01/2021",136000,"COVINGTON","Peaselburg",2021-06-01,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/07/2021",206000,"COVINGTON","Peaselburg",2021-06-07,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","TWO FAMILY","06/01/2021",145000,"COVINGTON","Peaselburg",2021-06-01,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","THREE FAMILY","06/10/2021",135000,"COVINGTON","Helentown",2021-06-10,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/14/2021",80000,"COVINGTON","Peaselburg",2021-06-14,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/17/2021",154000,"COVINGTON","Austinburg",2021-06-17,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","TWO FAMILY","06/02/2021",98500,"COVINGTON","Austinburg",2021-06-02,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/21/2021",176000,"COVINGTON","Monte Casino",2021-06-21,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/03/2021",134000,"COVINGTON","Monte Casino",2021-06-03,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/22/2021",55000,"COVINGTON","Peaselburg",2021-06-22,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/29/2021",125000,"COVINGTON","Monte Casino",2021-06-29,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/23/2021",65000,"COVINGTON","Peaselburg",2021-06-23,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/14/2021",242500,"COVINGTON","Wallace Woods",2021-06-14,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/07/2021",29000,"COVINGTON","West Latonia",2021-06-07,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/29/2021",105000,"COVINGTON","West Latonia",2021-06-29,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/07/2021",27000,"COVINGTON","Austinburg",2021-06-07,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/02/2021",180000,"COVINGTON","Wallace Woods",2021-06-02,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/01/2021",153000,"COVINGTON","Wallace Woods",2021-06-01,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/08/2021",4e+05,"COVINGTON","Wallace Woods",2021-06-08,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/18/2021",142000,"COVINGTON","Levassor Park",2021-06-18,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/03/2021",150000,"COVINGTON","West Latonia",2021-06-03,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/10/2021",175000,"COVINGTON","West Latonia",2021-06-10,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/03/2021",72000,"COVINGTON","West Latonia",2021-06-03,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/01/2021",81300,"COVINGTON","West Latonia",2021-06-01,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","TWO FAMILY","06/08/2021",130000,"COVINGTON","West Latonia",2021-06-08,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/21/2021",170000,"COVINGTON","Latonia/Rosedale",2021-06-21,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/10/2021",94100,"COVINGTON","Latonia Milldale",2021-06-10,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/16/2021",150000,"COVINGTON","Latonia Milldale",2021-06-16,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/18/2021",152500,"COVINGTON","Latonia/Rosedale",2021-06-18,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/08/2021",78000,"COVINGTON","Latonia/Rosedale",2021-06-08,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/23/2021",85000,"COVINGTON","Ritte's East Latonia",2021-06-23,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/10/2021",87000,"COVINGTON","Ritte's East Latonia",2021-06-10,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/25/2021",80000,"COVINGTON","Latonia/Rosedale",2021-06-25,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/01/2021",44000,"COVINGTON","Latonia/Rosedale",2021-06-01,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/07/2021",160000,"COVINGTON","Latonia/Rosedale",2021-06-07,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/02/2021",115000,"COVINGTON","Latonia/Rosedale",2021-06-02,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/07/2021",85000,"COVINGTON","Latonia/Rosedale",2021-06-07,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/01/2021",140000,"COVINGTON","Latonia/Rosedale",2021-06-01,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/23/2021",110500,"COVINGTON","Latonia/Rosedale",2021-06-23,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/25/2021",139700,"COVINGTON","Latonia/Rosedale",2021-06-25,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/11/2021",163900,"COVINGTON","Latonia/Rosedale",2021-06-11,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/15/2021",85000,"COVINGTON","Latonia/Rosedale",2021-06-15,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/07/2021",305000,"COVINGTON","South Covington",2021-06-07,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/15/2021",375000,"COVINGTON","South Covington",2021-06-15,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/22/2021",425000,"COVINGTON","South Covington",2021-06-22,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","CONDOMINIUM-NO LAND","06/24/2021",2e+05,"COVINGTON","Botany Hills",2021-06-24,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","CONDOMINIUM-NO LAND","06/10/2021",152000,"COVINGTON","Kenton Hills",2021-06-10,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","CONDOMINIUM-NO LAND","06/24/2021",158500,"COVINGTON","Kenton Hills",2021-06-24,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","CONDOMINIUM-NO LAND","06/14/2021",179900,"COVINGTON","South Covington",2021-06-14,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","CONDOMINIUM-NO LAND","06/11/2021",164500,"COVINGTON","South Covington",2021-06-11,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","CONDOMINIUM-NO LAND","06/07/2021",203900,"COVINGTON","South Covington",2021-06-07,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","CONDOMINIUM-NO LAND","06/25/2021",153000,"COVINGTON","South Covington",2021-06-25,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","TOWNHOME","06/25/2021",257800,"COVINGTON","Licking Riverside",2021-06-25,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","CONDOMINIUM-NO LAND","06/08/2021",168000,"COVINGTON","Mainstrasse",2021-06-08,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","07/09/2021",155000,"COVINGTON","Kenton Hills",2021-07-09,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","07/20/2021",270000,"COVINGTON","Mainstrasse",2021-07-20,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","07/21/2021",472500,"COVINGTON","Mainstrasse",2021-07-21,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","07/07/2021",105000,"COVINGTON","Lewisburg",2021-07-07,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","07/19/2021",500100,"COVINGTON","South Covington",2021-07-19,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","07/14/2021",235000,"COVINGTON","South Covington",2021-07-14,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","07/07/2021",198000,"COVINGTON","South Covington",2021-07-07,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","07/30/2021",196000,"COVINGTON","South Covington",2021-07-30,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","07/20/2021",133000,"COVINGTON","South Covington",2021-07-20,2021
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","07/26/2021",170000,"COVINGTON","South Covington",2021-07-26,2021
